family,genus
Malpighiaceae,Stigmaphyllon
Aizoaceae,Stigmatocarpum
Orchidaceae,Stigmatodactylus
Dryopteridaceae,Stigmatopteris
Apocynaceae,Stigmatorhynchus
Orchidaceae,Stigmatosema
Compositae,Stigmatotheca
Amaranthaceae,Stilbanthus
Stilbaceae,Stilbe
Araliaceae,Stilbocarpa
Euphorbiaceae,Stillingia
Compositae,Stilpnogyne
Compositae,Stilpnolepis
Compositae,Stilpnopappus
Rubiaceae,Stilpnophyllum
Solanaceae,Stimomphis
Solanaceae,Stimoryne
Primulaceae,Stimpsonia
Poaceae,Stipa
Poaceae,Stipagrostis
Apocynaceae,Stipecoma
Poaceae,Stipidium
Poaceae,x Stiporyzopsis
Ranunculaceae,Stipularia
Rubiaceae,Stipularia
Caryophyllaceae,Stipulicida
Proteaceae,Stirlingia
Leguminosae,Stirtonanthus
Leguminosae,Stirtonia
Apocynaceae,Stissera
Sapotaceae,Stisseria
Capparaceae,Stixis
Leguminosae,Stiza
Leguminosae,Stizolobium
Compositae,Stizolophus
Bignoniaceae,Stizophyllum
Compositae,Stobaea
Sapindaceae,Stocksia
Myrtaceae,Stockwellia
Compositae,Stoebe
Aizoaceae,Stoeberia
Scrophulariaceae,Stoechadomentha
Apiaceae,Stoibrax
Compositae,Stokesia
Brachytheciaceae,Stokesiella
Olacaceae,Stolidia
Cunoniaceae,Stollaea
Geocalycaceae,Stolonivector
Geocalycaceae,Stolonophora
Orchidaceae,Stolzia
Convolvulaceae,Stomadena
Compositae,Stomatanthes
Aizoaceae,Stomatium
Compositae,Stomatochaeta
Apocynaceae,Stomatostemma
Boraginaceae,Stomotechium
Pottiaceae,Stonea
Orthotrichaceae,Stoneobryum
Podostemaceae,Stonesia
Leguminosae,Stonesiella
Leguminosae,Storckiella
Apleniaceae,Stormesia
Sapindaceae,Storthocalyx
Leguminosae,Stracheya
Aristolochiaceae,Strakaea
Compositae,Stramentopappus
Amblystegiaceae,Straminergon
Solanaceae,Stramonium
Proteaceae,Strangea
Rosaceae,Stranvaesia
Strasburgeriaceae,Strasburgeria
Hydrocharitaceae,Stratiotes
Brassicaceae,Straussiella
Acanthaceae,Streblacanthus
Boraginaceae,Streblanthera
Capparaceae,Streblocarpus
Poaceae,Streblochaete
Brachytheciaceae,Streblopilum
Leguminosae,Streblorrhiza
Rubiaceae,Streblosa
Rubiaceae,Streblosiopsis
Pottiaceae,Streblotrichum
Moraceae,Streblus
Compositae,Streckera
Brachytheciaceae,Streimannia
Strelitziaceae,Strelitzia
Apocynaceae,Strempeliopsis
Combretaceae,Strephonema
Lejeuneaceae,Strepsilejeunea
Loranthaceae,Strepsimela
Brassicaceae,Streptanthella
Brassicaceae,Streptanthus
Pottiaceae,Streptocalypta
Gesneriaceae,Streptocarpus
Apocynaceae,Streptocaulon
Poaceae,Streptochaeta
Grimmiaceae,Streptocolea
Compositae,Streptoglossa
Poaceae,Streptogyna
Commelinaceae,Streptolirion
Brassicaceae,Streptoloma
Poaceae,Streptolophus
Passifloraceae,Streptopetalum
Pottiaceae,Streptopogon
Liliaceae,Streptopus
Leguminosae,Streptosema
Acanthaceae,Streptosiphon
Solanaceae,Streptosolen
Poaceae,Streptostachys
Solanaceae,Streptostigma
Berberidopsidaceae,Streptothamnus
Pottiaceae,Streptotrichum
Orobanchaceae,Striga
Styracaceae,Strigilia
Linderniaceae,Strigina
Brassicaceae,Strigosella
Acanthaceae,Strobilacanthus
Acanthaceae,Strobilanthes
Acanthaceae,Strobilanthopsis
Acanthaceae,Strobilanthus
Scrophulariaceae,Strobilopsis
Compositae,Strobocalyx
Apocynaceae,Strobopetalum
Pinaceae,Strobus
Orthotrichaceae,Stroemia
Brassicaceae,Stroganowia
Marantaceae,Stromanthe
Cactaceae,Stromatocactus
Cactaceae,Stromatocarpus
Gleicheniaceae,Stromatopteris
Cactaceae,Strombocactus
Leguminosae,Strombocarpa
Olacaceae,Strombosia
Olacaceae,Strombosiopsis
Ditrichaceae,Strombulidens
Leguminosae,Strongylodon
Acanthaceae,Strophacanthus
Apocynaceae,Strophanthus
Euphorbiaceae,Strophioblachia
Convolvulaceae,Strophocaulos
Compositae,Strophopappus
Leguminosae,Strophostyles
Compositae,Strotheria
Compositae,Struchium
Sematophyllaceae,Struckia
Amaryllidaceae,Strumaria
Rubiaceae,Strumpfia
Loranthaceae,Struthanthus
Thymelaeaceae,Struthiola
Blechnaceae,Struthiopteris
Lauraceae,Strychnodaphne
Menispermaceae,Strychnopsis
Loganiaceae,Strychnos
Leguminosae,Stryphnodendron
Compositae,Stuartina
Brassicaceae,Stubendorffia
Potamogetonaceae,Stuckenia
Compositae,Stuckertiella
Capparaceae,Stuebelia
Compositae,Stuessya
Leguminosae,Stuhlmannia
Melastomataceae,Stussenia
Amaranthaceae,Stutzia
Penaeaceae,Stylapterus
Acanthaceae,Stylarthropus
Stylidiaceae,Stylidium
Compositae,Stylimnus
Convolvulaceae,Stylisma
Surianaceae,Stylobasium
Buxaceae,Styloceras
Araceae,Stylochaeton
Araceae,Stylochiton
Compositae,Stylocline
Rubiaceae,Stylocoryna
Primulaceae,Stylogyne
Lejeuneaceae,Stylolejeunea
Compositae,Stylolepis
Compositae,Styloncerus
Compositae,Stylopappus
Papaveraceae,Stylophorum
Crassulaceae,Stylophyllum
Leguminosae,Stylosanthes
Rubiaceae,Stylosiphonia
Seligeriaceae,Stylostegium
Compositae,Stylotrichium
Xanthorrhoeaceae,Stypandra
Ericaceae,Styphelia
Leguminosae,Styphnolobium
Anacardiaceae,Styphonia
Poaceae,Styppeiochloa
Styracaceae,Styrax
Melastomataceae,Styrophyton
Amaranthaceae,Suaeda
Orchidaceae,Suarezia
Rubiaceae,Suberanthus
Cactaceae,Submatucana
Cactaceae,Subpilocereus
Brassicaceae,Subularia
Caprifoliaceae,Succisa
Caprifoliaceae,Succisella
Compositae,Succisocrepis
Brassicaceae,Succowia
Boraginaceae,Suchtelenia
Amaranthaceae,Suckleya
Poaceae,Sucrea
Orchidaceae,x Sudacaste
Orchidaceae,Sudamerlycaste
Poaceae,Suddia
Acanthaceae,Suessenguthia
Molluginaceae,Suessenguthiella
Saxifragaceae,Suksdorfia
Cactaceae,Sulcorebutia
Rubiaceae,Sulipa
Leguminosae,Sulitra
Leguminosae,Sulla
Saxifragaceae,Sullivantea
Saxifragaceae,Sullivantia
Rubiaceae,Sulzeria
Anacardiaceae,Sumacus
Cyperaceae,Sumatroscirpus
Euphorbiaceae,Sumbaviopsis
Orchidaceae,Summerhayesia
Ranunculaceae,Sumnera
Polygonaceae,Sunania
Dipterocarpaceae,Sunaptea
Dipterocarpaceae,Sunapteopsis
Podocarpaceae,Sundacarpus
Orchidaceae,Sunipia
Euphorbiaceae,Suregada
Meliaceae,Surenus
Surianaceae,Suriana
Scrophulariaceae,Sutera
Leguminosae,Sutherlandia
Orchidaceae,Sutrina
Primulaceae,Suttonia
Lamiaceae,Suzukia
Orchidaceae,Svenkoeltzia
Melastomataceae,Svitramia
Leguminosae,Swainsona
Poaceae,Swallenia
Compositae,Swammerdamia
Solanaceae,Swanalloia
Leguminosae,Swantia
Solanaceae,Swartsia
Ditrichaceae,Swartzia
Leguminosae,Swartzia
Solanaceae,Swartzia
Leguminosae,Sweetia
Gentianaceae,Swertia
Gentianaceae,Swertopsis
Cornaceae,Swida
Meliaceae,Swietenia
Rutaceae,Swinglea
Anacardiaceae,Swintonia
Arecaceae,Syagrus
Amaranthaceae,Syama
Menispermaceae,Sychnosepalum
Hamamelidaceae,Sycoparrotia
Hamamelidaceae,x Sycoparrotia
Hamamelidaceae,Sycopsis
Amaryllidaceae,x Sydneya
Mayacaceae,Syena
Leguminosae,Sylvichadsia
Lejeuneaceae,Symbiezidium
Dicranaceae,Symblepharis
Gentianaceae,Symbolanthus
Piperaceae,Symbryon
Convolvulaceae,Symethus
Polygonaceae,Symmeria
Solanaceae,Symonanthus
Amaranthaceae,Sympegma
Leguminosae,Sympetalandra
Loasaceae,Sympetaleia
Proteaceae,Symphionema
Compositae,Symphipappus
Clusiaceae,Symphonia
Lamiaceae,Symphorema
Caprifoliaceae,Symphoria
Caprifoliaceae,Symphoricarpos
Lamiaceae,Symphostemon
Compositae,Symphyllocarpus
Gentianaceae,Symphyllophyton
Goodeniaceae,Symphyobasis
Compositae,Symphyochaeta
Daltoniaceae,Symphyodon
Pallaviciniaceae,Symphyogyna
Pallaviciniaceae,Symphyogynopsis
Apiaceae,Symphyoloma
Acrobolbaceae,Symphyomitra
Proteaceae,Symphyonema
Compositae,Symphyopappus
Compositae,Symphyotrichum
Ericaceae,Symphysia
Apocynaceae,Symphysicarpus
Pterobryaceae,Symphysodon
Pterobryaceae,Symphysodontella
Meliaceae,Symphytosiphon
Boraginaceae,Symphytum
Ericaceae,Sympieza
Acanthaceae,Symplectochilus
Poaceae,Symplectrodia
Araceae,Symplocarpus
Pentaphylacaceae,Symplococarpon
Symplocaceae,Symplocos
Euphorbiaceae,Synadenium
Fagaceae,Synaedrys
Gentianaceae,Synallodia
Polypodiaceae,Synammia
Lamiaceae,Synandra
Thymelaeaceae,Synandrodaphne
Araceae,Synandrospadix
Proteaceae,Synaphea
Lindsaeaceae,Synaphlebium
Schlegeliaceae,Synapsis
Rubiaceae,Synaptantha
Thymelaeaceae,Synaptolepis
Aizoaceae,Synaptophyllum
Compositae,Syncalathium
Compositae,Syncarpha
Myrtaceae,Syncarpia
Compositae,Syncephalum
Compositae,Synchaeta
Compositae,Synchodendron
Apiaceae,Synclinostyles
Menispermaceae,Synclisia
Lamiaceae,Syncolostemon
Compositae,Syncretocarpus
Ericaceae,Syndesmanthus
Lauraceae,Syndiclis
Euphorbiaceae,Syndyophyllum
Arecaceae,Synechanthus
Compositae,Synedrella
Compositae,Synedrellopsis
Compositae,Syneilesis
Apiaceae,Synelcosciadium
Phyllanthaceae,Synexemia
Eriocaulaceae,Syngonanthus
Araceae,Syngonium
Pteridaceae,Syngramma
Pteridaceae,Syngrammatopsis
Targioniaceae,Synhymenium
Sapindaceae,Synima
Acanthaceae,Synnema
Iridaceae,Synnotia
Pteridaceae,Synochlamys
Melastomataceae,Synodon
Dicnemonaceae,Synodontia
Moraceae,Synoecia
Orchidaceae,Synoplectris
Melastomataceae,Synoptera
Compositae,Synosma
Compositae,Synotis
Meliaceae,Synoum
Scrophulariaceae,Synphyllium
Sapotaceae,Synsepalum
Brassicaceae,Synstemon
Aquifoliaceae,Synstima
Poaceae,Syntherisma
Bryaceae,Synthetodontium
Brassicaceae,Synthlipsis
Plantaginaceae,Synthyris
Menispermaceae,Syntriandrium
Menispermaceae,Syntriandrum
Pottiaceae,Syntrichia
Compositae,Syntrichopappus
Cyperaceae,Syntrinema
Compositae,Synurus
Compositae,Syreitschikovia
Brassicaceae,Syrenia
Oleaceae,Syringa
Rubiaceae,Syringantha
Acanthaceae,Syringidium
Iridaceae,Syringodea
Cymodoceaceae,Syringodium
Hypnaceae,Syringothecium
Leguminosae,Syrmatium
Menispermaceae,Syrrheonema
Menispermaceae,Syrrhonema
Calymperaceae,Syrrhopodon
Leguminosae,Syspone
Pottiaceae,Systegium
Primulaceae,Systellantha
Orchidaceae,Systeloglossum
Rutaceae,Systemon
Lauraceae,Systemonodaphne
Polygonaceae,Systenotheca
Jungermanniaceae,Syzygiella
Myrtaceae,Syzygium
Apiaceae,Szowitsia
Plagiochilaceae,Szweykowskia
Solanaceae,Tabacus
Leguminosae,Tabaroa
Bignoniaceae,Tabebuia
Apocynaceae,Taberna
Apocynaceae,Tabernaemontana
Apocynaceae,Tabernanthe
Phyllanthaceae,Tacarcuna
Apocynaceae,Tacazzea
Dioscoreaceae,Tacca
Araceae,Taccarum
Gentianaceae,Tachia
Gentianaceae,Tachiadenus
Leguminosae,Tachigali
Cactaceae,Tacinga
Crassulaceae,Tacitus
Passifloraceae,Tacsonia
Leguminosae,Tadehagi
Amaryllidaceae,Taenais
Acanthaceae,Taeniandra
Poaceae,Taeniatherum
Apiaceae,Taenidia
Connaraceae,Taeniochlaena
Lejeuneaceae,Taeniolejeunea
Orchidaceae,Taeniophyllum
Pteridaceae,Taeniopsis
Pteridaceae,Taeniopteris
Poaceae,Taeniorhachis
Orchidaceae,Taeniorrhiza
Euphorbiaceae,Taeniosapium
Pteridaceae,Taenitis
Compositae,Tafalla
Chloranthaceae,Tafallaea
Compositae,Tagetes
Loranthaceae,Taguaria
Arecaceae,Tahina
Malvaceae,Tahitia
Orchidaceae,Tainia
Cupressaceae,Taiwania
Prionodontaceae,Taiwanobryum
Takakiaceae,Takakia
Winteraceae,Takhtajania
Compositae,Takhtajaniantha
Compositae,Talamancalia
Apiaceae,Talassia
Magnoliaceae,Talauma
Acanthaceae,Talbotia
Leguminosae,Talbotiella
Rhamnaceae,Talguenea
Connaraceae,Tali
Talinaceae,Talinella
Anacampserotaceae,Talinopsis
Talinaceae,Talinum
Malvaceae,Talipariti
Sapindaceae,Talisia
Sapindaceae,Talisiopsis
Lauraceae,Tamala
Apiaceae,Tamamschjanella
Compositae,Tamananthus
Compositae,Tamania
Leguminosae,Tamarindus
Thuidiaceae,Tamariscella
Tamaricaceae,Tamarix
Compositae,Tamaulipa
Orchidaceae,Tamayorkis
Monimiaceae,Tambourissa
Zingiberaceae,Tamijia
Rubiaceae,Tamilnadia
Rubiaceae,Tammsia
Verbenaceae,Tamonea
Celastraceae,Tampoa
Rubiaceae,Tamridaea
Ranunculaceae,Tamuria
Apiaceae,Tana
Compositae,Tanacetopsis
Compositae,Tanacetum
Bignoniaceae,Tanaecium
Saxifragaceae,Tanakaea
Euphorbiaceae,Tanarius
Compositae,Tanaxion
Basellaceae,Tandonia
Euphorbiaceae,Tannodia
Aizoaceae,Tanquana
Apocynaceae,Tanulepis
Pentaphylacaceae,Taonabo
Rubiaceae,Tapanhuacanga
Iridaceae,Tapeinia
Lindsaeaceae,Tapeinidium
Costaceae,Tapeinochilos
Primulaceae,Tapeinosperma
Apocynaceae,Tapeinostelma
Gentianaceae,Tapeinostemon
Commelinaceae,Tapheocarpa
Gesneriaceae,Tapina
Loranthaceae,Tapinanthus
Loranthaceae,Tapinostemma
Rubiaceae,Tapiphyllum
Anacardiaceae,Tapirira
Tapisciaceae,Tapiscia
Compositae,Taplinia
Euphorbiaceae,Tapoides
Dichapetalaceae,Tapura
Leguminosae,Tara
Aspleniaceae,Tarachia
Achariaceae,Taraktogenos
Leguminosae,Taralea
Malvaceae,Tarasa
Rutaceae,Taravalia
Compositae,Taraxacum
Onagraceae,Taraxia
Restionaceae,Taraxis
Compositae,Tarchonanthus
Canellaceae,Tardiella
Rubiaceae,Tarenna
Rubiaceae,Tarennoidea
Targioniaceae,Targionia
Poaceae,Tarigidia
Compositae,Tarlmounia
Malvaceae,Tarrietia
Melastomataceae,Tashiroea
Winteraceae,Tasmannia
Polygonaceae,Tasoba
Apocynaceae,Tassadia
Melastomataceae,Tateanthus
Poaceae,Tatianyx
Brassicaceae,Tauscheria
Apiaceae,Tauschia
Apocynaceae,Tavaresia
Leguminosae,Taverniera
Myrtaceae,Taxandria
Plumbaginaceae,Taxanthema
Hypnaceae,Taxicaulis
Lejeuneaceae,Taxilejeunea
Loranthaceae,Taxillus
Hypnaceae,Taxiphyllopsis
Hypnaceae,Taxiphyllum
Fabroniaceae,Taxitheliella
Sematophyllaceae,Taxithelium
Cupressaceae,x Taxodiomeria
Cupressaceae,Taxodium
Moraceae,Taxotrophis
Taxaceae,Taxus
Splachnaceae,Tayloria
Melastomataceae,Tayloriophyton
Brassicaceae,Tchihatchewia
Orchidaceae,Teagueia
Rutaceae,Teclea
Rutaceae,Tecleopsis
Bignoniaceae,Tecoma
Bignoniaceae,Tecomanthe
Bignoniaceae,Tecomella
Tecophilaeaceae,Tecophilaea
Tectariaceae,Tectaria
Tectariaceae,Tectaridium
Amaranthaceae,Tecticornia
Arecaceae,Tectiphiala
Lamiaceae,Tectona
Cucurbitaceae,Tecunumania
Scrophulariaceae,Teedia
Brassicaceae,Teesdalia
Brassicaceae,Teesdaliopsis
Solanaceae,Teganium
Dryopteridaceae,Tegularia
Schistochilaceae,Tegulifolium
Compositae,Tehuana
Orthotrichaceae,Teichodontium
Compositae,Teichostemma
Lamiaceae,Teijsmanniodendron
Compositae,Teixeiranthus
Amaranthaceae,Telanthera
Compositae,Telanthophora
Lepidoziaceae,Telaranea
Apocynaceae,Telectadium
Compositae,Telekia
Apiaceae,Telelophus
Celastraceae,Telemachia
Caryophyllaceae,Telephium
Compositae,Telesia
Saxifragaceae,Telesonix
Leguminosae,Telestria
Cucurbitaceae,Telfairia
Leguminosae,Telina
Leguminosae,Telinaria
Leguminosae,Teline
Acanthaceae,Teliostachya
Orchidaceae,Telipogon
Leguminosae,Telis
Menispermaceae,Telitoxicum
Saxifragaceae,Tellima
Compositae,Telmatophila
Apocynaceae,Telminostelma
Proteaceae,Telopea
Apocynaceae,Telosma
Amaranthaceae,Teloxys
Cornaceae,Telukrama
Poaceae,Temburongia
Goodeniaceae,Temminckia
Lauraceae,Temmodaphne
Apocynaceae,Temnadenia
Rubiaceae,Temnocalyx
Pseudolepicoleaceae,Temnoma
Rubiaceae,Temnopteryx
Poaceae,Temochloa
Leguminosae,Templetonia
Apocynaceae,Tenaris
Poaceae,Tenaxia
Pottiaceae,Teniolophora
Rubiaceae,Tennantia
Compositae,Tenrhynea
Rubiaceae,Tepesia
Cactaceae,Tephrocactus
Compositae,Tephroseris
Leguminosae,Tephrosia
Compositae,Tepion
Myrtaceae,Tepualia
Ericaceae,Tepuia
Thymelaeaceae,Tepuianthus
Leguminosae,Teramnus
Compositae,Terana
Dryopteridaceae,Teratophyllum
Scrophulariaceae,Terebinthina
Burseraceae,Terebinthus
Cactaceae,Terecaulis
Convolvulaceae,Tereietra
Melastomataceae,Terera
Dicranaceae,Teretidens
Combretaceae,Terminalia
Anacardiaceae,Terminthia
Rutaceae,Terminthodia
Scrophulariaceae,Termontis
Leguminosae,Ternatea
Podostemaceae,Terniola
Podostemaceae,Terniopsis
Pentaphylacaceae,Ternstroemia
Pentaphylacaceae,Ternstroemiopsis
Rutaceae,Terpnanthus
Polypodiaceae,Terpsichore
Poaceae,x Terrelymus
Dicranaceae,Terrestria
Gyrostemonaceae,Tersonia
Leguminosae,Terua
Compositae,Tessaria
Compositae,Tessenia
Rubiaceae,Tessiera
Leguminosae,Tessmannia
Acanthaceae,Tessmanniacanthus
Melastomataceae,Tessmannianthus
Ochnaceae,Testulea
Boraginaceae,Tetaris
Saxifragaceae,Tetilla
Leguminosae,Tetraberlinia
Compositae,Tetracanthus
Compositae,Tetracarpum
Trochodendraceae,Tetracentron
Dilleniaceae,Tetracera
Poaceae,Tetrachaete
Poaceae,Tetrachne
Tetrachondraceae,Tetrachondra
Compositae,Tetrachyron
Cupressaceae,Tetraclinis
Ebenaceae,Tetraclis
Brassicaceae,Tetracme
Picrodendraceae,Tetracoccus
Pottiaceae,Tetracoscinodon
Rutaceae,Tetractomia
Geocalycaceae,Tetracymbaliella
Lamiaceae,Tetradenia
Malvaceae,Tetradia
Nitrariaceae,Tetradiclis
Rutaceae,Tetradium
Compositae,Tetradymia
Boraginaceae,Tetraedrocarpus
Zygophyllaceae,Tetraena
Burseraceae,Tetragastris
Acanthaceae,Tetraglochidium
Rosaceae,Tetraglochin
Gentianaceae,Tetragonanthus
Aizoaceae,Tetragonella
Aizoaceae,Tetragonia
Apocynaceae,Tetragonocarpus
Leguminosae,Tetragonolobus
Compositae,Tetragonosperma
Compositae,Tetragonotheca
Malvaceae,Tetralix
Convolvulaceae,Tetralocularia
Anastrophyllaceae,Tetralophozia
Tetramelaceae,Tetrameles
Annonaceae,Tetrameranthus
Melastomataceae,Tetrameris
Tetrameristaceae,Tetramerista
Acanthaceae,Tetramerium
Orchidaceae,Tetramicra
Compositae,Tetramolopium
Simaroubaceae,Tetramyxis
Plantaginaceae,Tetranema
Compositae,Tetraneuris
Compositae,Tetrantha
Lauraceae,Tetranthera
Compositae,Tetranthus
Compositae,Tetraotis
Araliaceae,Tetrapanax
Passifloraceae,Tetrapathaea
Compositae,Tetraperone
Ptychomniaceae,Tetraphidopsis
Tetraphidaceae,Tetraphis
Crassulaceae,Tetraphyle
Melastomataceae,Tetraphyllaster
Gesneriaceae,Tetraphyllum
Apocynaceae,Tetraphysa
Euphorbiaceae,Tetraplandra
Araliaceae,Tetraplasandra
Saxifragaceae,Tetraplasium
Leguminosae,Tetrapleura
Splachnaceae,Tetraplodon
Poaceae,Tetrapogon
Gentianaceae,Tetrapollinia
Brassicaceae,Tetrapoma
Leguminosae,Tetrapterocarpon
Onagraceae,Tetrapteron
Pottiaceae,Tetrapterum
Brassicaceae,Tetrapterygium
Malpighiaceae,Tetrapterys
Primulaceae,Tetrardisia
Polygonaceae,Tetrarhaphis
Cyperaceae,Tetraria
Poaceae,Tetrarrhena
Scrophulariaceae,Tetraselago
Malvaceae,Tetrasida
Celastraceae,Tetrasiphon
Orobanchaceae,Tetraspidium
Malpighiaceae,Tetraspis
Annonaceae,Tetrastemma
Hookeriaceae,Tetrastichium
Vitaceae,Tetrastigma
Olacaceae,Tetrastylidium
Passifloraceae,Tetrastylis
Monimiaceae,Tetrasynandra
Apiaceae,Tetrataenium
Lythraceae,Tetrataxis
Winteraceae,Tetrathalamus
Elaeocarpaceae,Tetratheca
Salicaceae,Tetrathylacium
Hamamelidaceae,Tetrathyrium
Monimiaceae,Tetratome
Plantaginaceae,Tetraulacium
Melastomataceae,Tetrazygia
Melastomataceae,Tetrazygiopsis
Melastomataceae,Tetrazygos
Leguminosae,Tetrodea
Tetraphidaceae,Tetrodontium
Compositae,Tetrodus
Juncaginaceae,Tetroncium
Euphorbiaceae,Tetrorchidium
Ochnaceae,Tetrouratea
Lamiaceae,Teucridium
Lamiaceae,Teucrium
Orchidaceae,Teuscheria
Leguminosae,Teyleria
Humiriaceae,Thacombauia
Orchidaceae,Thaia
Leguminosae,Thailentadopsis
Hydrocharitaceae,Thalassia
Cymodoceaceae,Thalassodendron
Myrtaceae,Thaleropia
Marantaceae,Thalia
Ranunculaceae,Thalictrella
Ranunculaceae,Thalictrodes
Ranunculaceae,Thalictrum
Ricciaceae,Thallocarpus
Compositae,Thaminophyllum
Bruniaceae,Thamnea
Lembophyllaceae,Thamniella
Pilotrichaceae,Thamniopsis
Neckeraceae,Thamnium
Neckeraceae,Thamnobryum
Poaceae,Thamnocalamus
Gesneriaceae,Thamnocharis
Restionaceae,Thamnochortus
Rubiaceae,Thamnoldenlandia
Neckeraceae,Thamnomalia
Aspleniaceae,Thamnopteris
Apiaceae,Thamnosciadium
Compositae,Thamnoseris
Rutaceae,Thamnosma
Apiaceae,Thapsia
Apiaceae,Thaspium
Loranthaceae,Thaumasianthes
Poaceae,Thaumastochloa
Boraginaceae,Thaumatocaryon
Boraginaceae,Thaumatocaryum
Marantaceae,Thaumatococcus
Podostemaceae,Thawatchaia
Polypodiaceae,Thayeria
Theaceae,Thea
Celastraceae,Theaphyllum
Phyllanthaceae,Thecacoris
Rosaceae,Thecanisia
Thymelaeaceae,Thecanthes
Apiaceae,Thecocarpus
Orchidaceae,Thecopus
Orchidaceae,Thecostele
Poaceae,Thedachloa
Campanulaceae,Theilera
Ericaceae,Thelaia
Orchidaceae,Thelasis
Acanthaceae,Thelepaepale
Poaceae,Thelepogon
Compositae,Thelesperma
Podostemaceae,Thelethylax
Theliaceae,Thelia
Rubiaceae,Theligonum
Xanthorrhoeaceae,Thelionema
Cactaceae,Thelocactus
Cactaceae,Thelocephala
Orchidaceae,Thelychiton
Orchidaceae,Thelymitra
Brassicaceae,Thelypodiopsis
Brassicaceae,Thelypodium
Thelypteridaceae,Thelypteris
Orchidaceae,Thelyschista
Poaceae,Themeda
Polypodiaceae,Themelium
Ericaceae,Themistoclesia
Apocynaceae,Thenardia
Malvaceae,Theobroma
Leguminosae,Theodora
Orchidaceae,Theodorea
Campanulaceae,Theodorovia
Primulaceae,Theophrasta
Theaceae,Theopsis
Malvaceae,Thepparatia
Iridaceae,Thereianthus
Araceae,Theriophonum
Buxbaumiaceae,Theriotia
Leguminosae,Thermia
Leguminosae,Thermopsis
Cistaceae,Therocistus
Saxifragaceae,Therofon
Compositae,Therogeron
Compositae,Therolepta
Saxifragaceae,Therophon
Asparagaceae,Theropogon
Ericaceae,Therorhodion
Santalaceae,Thesidium
Santalaceae,Thesion
Santalaceae,Thesium
Stilbaceae,Thesmophora
Malvaceae,Thespesia
Myristicaceae,Thespesocarpus
Compositae,Thespidium
Compositae,Thespis
Compositae,Thevenotia
Apocynaceae,Thevetia
Ericaceae,Thibaudia
Dicranaceae,Thiemea
Capparaceae,Thilachium
Combretaceae,Thiloa
Leguminosae,Thinicola
Compositae,Thinobia
Sapindaceae,Thinouia
Rubiaceae,Thiollierea
Crassulaceae,Thisantha
Compositae,Thiseltonia
Burmanniaceae,Thismia
Cucurbitaceae,Thladiantha
Caprifoliaceae,Thlasidia
Brassicaceae,Thlaspi
Rubiaceae,Thogsennia
Schlegeliaceae,Thomandersia
Thomandersiaceae,Thomandersia
Malvaceae,Thomasia
Celastraceae,Thomassetia
Crassulaceae,Thompsonella
Balanophoraceae,Thonningia
Cyclanthaceae,Thoracocarpus
Ericaceae,Thoracosperma
Cyperaceae,Thoracostachyum
Apocynaceae,Thoreauea
Compositae,Thorelia
Apiaceae,Thorella
Leguminosae,Thornbera
Lamiaceae,Thorncroftia
Hypericaceae,Thornea
Aristolochiaceae,Thottea
Sapindaceae,Thouinia
Sapindaceae,Thouinidium
Apocynaceae,Thozetia
Poaceae,Thrasya
Poaceae,Thrasyopsis
Sapindaceae,Thraulococcus
Amaranthaceae,Threlkeldia
Arecaceae,Thrinax
Compositae,Thrincia
Cactaceae,Thrixanthocereus
Compositae,Thrixia
Orchidaceae,Thrixspermum
Malpighiaceae,Thryallis
Myrtaceae,Thryptomene
Poaceae,Thuarea
Thuidiaceae,Thuidiopsis
Thuidiaceae,Thuidium
Cupressaceae,Thuja
Cupressaceae,Thujopsis
Orchidaceae,Thulinia
Acanthaceae,Thunbergia
Orobanchaceae,Thunbergianthus
Apiaceae,Thunbergiella
Orchidaceae,Thunia
Asparagaceae,Thuranthos
Thurniaceae,Thurnia
Compositae,Thurovia
Caryophyllaceae,Thurya
Lamiaceae,Thuspeinanta
Sapindaceae,Thyana
Convolvulaceae,Thyella
Leguminosae,Thylacanthus
Gentianaceae,Thylacitis
Capparaceae,Thylacium
Zingiberaceae,Thylacophora
Polypodiaceae,Thylacopteris
Caryophyllaceae,Thylacospermum
Lamiaceae,Thymbra
Thymelaeaceae,Thymelaea
Compositae,Thymophylla
Compositae,Thymopsis
Lamiaceae,Thymus
Compositae,Thyopsis
Aizoaceae,Thyrasperma
Poaceae,Thyridachne
Calymperaceae,Thyridium
Poaceae,Thyridolepis
Boraginaceae,Thyrocarpus
Acanthaceae,Thyrsacanthus
Apocynaceae,Thyrsanthella
Compositae,Thyrsanthema
Commelinaceae,Thyrsanthemum
Euphorbiaceae,Thyrsanthera
Apocynaceae,Thyrsanthus
Anacardiaceae,Thyrsodium
Thyrsopteridaceae,Thyrsopteris
Celastraceae,Thyrsosalacia
Caprifoliaceae,Thyrsosma
Poaceae,Thyrsostachys
Lejeuneaceae,Thysananthus
Cyatheaceae,Thysanobotrya
Brassicaceae,Thysanocarpus
Orchidaceae,Thysanoglossa
Poaceae,Thysanolaena
Dicranaceae,Thysanomitrion
Lomariopsidaceae,Thysanosoria
Clusiaceae,Thysanostemon
Acanthaceae,Thysanostigma
Asparagaceae,Thysanotus
Connaraceae,Thysanus
Apiaceae,Thysselinum
Boraginaceae,Tianschaniella
Saxifragaceae,Tiarella
Compositae,Tiarocarpus
Leguminosae,Tibetia
