family,genus
Caryophyllaceae,Pteranthus
Apiaceae,Pteraton
Onocleaceae,Pteretis
Orchidaceae,Pterichis
Pteridaceae,Pteridanetium
Pteridaceae,Pteridella
Dennstaedtiaceae,Pteridium
Blechnaceae,Pteridoblechnum
Rubiaceae,Pteridocalyx
Papaveraceae,Pteridophyllum
Tectariaceae,Pteridrys
Compositae,Pterigeron
Athyriaceae,Pteriglyphis
Pterigynandraceae,Pterigynandrum
Juglandaceae,Pterilema
Dryopteridaceae,Pterilis
Onocleaceae,Pterinodes
Pteridaceae,Pteris
Vitaceae,Pterisanthes
Gramineae,Pterium
Melastomataceae,Pternandra
Compositae,Pternix
Apiaceae,Pternopetalum
Gesneriaceae,Pterobesleria
Pterobryaceae,Pterobryella
Pterobryaceae,Pterobryidium
Pterobryaceae,Pterobryon
Pterobryaceae,Pterobryopsis
Cactaceae,Pterocactus
Fabaceae,Pterocarpos
Fabaceae,Pterocarpus
Juglandaceae,Pterocarya
Fabaceae,Pterocassia
Compositae,Pterocaulon
Celastraceae,Pterocelastrus
Cannabaceae,Pteroceltis
Caprifoliaceae,Pterocephalidium
Caprifoliaceae,Pterocephalodes
Caprifoliaceae,Pterocephalus
Orchidaceae,Pteroceras
Cactaceae,Pterocereus
Compositae,Pterochaeta
Orchidaceae,Pterochilus
Gramineae,Pterochlaena
Convolvulaceae,Pterochlamys
Gramineae,Pterochloris
Apocynaceae,Pterochrosia
Vitaceae,Pterocissus
Compositae,Pterocladis
Melastomataceae,Pterocladon
Polygonaceae,Pterococcus
Apiaceae,Pterocyclus
Malvaceae,Pterocymbium
Compositae,Pterocypsela
Pedaliaceae,Pterodiscus
Fabaceae,Pterodon
Rubiaceae,Pterogaillonia
Melastomataceae,Pterogastra
Orchidaceae,Pteroglossa
Orchidaceae,Pteroglossaspis
Leucodontaceae,Pterogoniadelphus
Sematophyllaceae,Pterogonidium
Sematophyllaceae,Pterogoniella
Sematophyllaceae,Pterogoniopsis
Leucodontaceae,Pterogonium
Fabaceae,Pterogyne
Melastomataceae,Pterolepis
Fabaceae,Pterolobium
Capparaceae,Pteroloma
Compositae,Pterolophus
Hymenophyllaceae,Pteromanes
Fabaceae,Pteromimosa
Bignoniaceae,Pteromischus
Polygalaceae,Pteromonnina
Simaroubaceae,Pteronema
Davalliaceae,Pteroneura
Brassicaceae,Pteroneurum
Davalliaceae,Pteronevron
Compositae,Pteronia
Malvaceae,Pteropavonia
Aizoaceae,Pteropentacoilanthus
Cucurbitaceae,Pteropepon
Capparaceae,Pteropetalum
Fabaceae,Pterophacos
Apocynaceae,Pterophora
Compositae,Pterophorus
Cunoniaceae,Pterophylla
Compositae,Pterophyton
Bignoniaceae,Pteropodium
Compositae,Pteropogon
Lepidoziaceae,Pteropsiella
Polypodiaceae,Pteropsis
Acanthaceae,Pteroptychia
Polygonaceae,Pteropyrum
Meliaceae,Pterorhachis
Cyperaceae,Pteroscleria
Apiaceae,Pteroselinum
Compositae,Pterosenecio
Cucurbitaceae,Pterosicyos
Meliaceae,Pterosiphon
Fabaceae,Pterospartum
Malvaceae,Pterospermum
Ericaceae,Pterospora
Ericaceae,Pterosporopsis
Polygonaceae,Pterostegia
Apocynaceae,Pterostelma
Orchidaceae,Pterostemma
Iteaceae,Pterostemon
Compositae,Pterostephanus
Rubiaceae,Pterostephus
Orchidaceae,Pterostylis
Styracaceae,Pterostyrax
Rutaceae,Pterota
Apocynaceae,Pterotaberna
Compositae,Pterotheca
Compositae,Pterothrix
Araliaceae,Pterotropia
Polygonaceae,Pteroxygonum
Pteridaceae,Pterozonium
Orobanchaceae,Pterygiella
Cruciferae,Pterygiosperma
Gentianaceae,Pterygocalyx
Orchidaceae,Pterygodium
Gesneriaceae,Pterygoloma
Pottiaceae,Pterygoneurum
Compositae,Pterygopappus
Hookeriaceae,Pterygophyllum
Apiaceae,Pterygopleurum
Fabaceae,Pterygopodium
Gramineae,Pterygostachyum
Brassicaceae,Pterygostemon
Malvaceae,Pterygota
Apiaceae,Pteryxia
Poaceae,Ptilagrostis
Cyperaceae,Ptilanthelium
Melastomataceae,Ptilanthus
Compositae,Ptilepida
Compositae,Ptileris
Ptilidiaceae,Ptilidium
Apiaceae,Ptilimnium
Hypnaceae,Ptilium
Compositae,Ptilocalais
Boraginaceae,Ptilocalyx
Malpighiaceae,Ptilochaeta
Orchidaceae,Ptilocnema
Compositae,Ptilomeris
Gramineae,Ptiloneilema
Compositae,Ptilonella
Gramineae,Ptilonema
Hymenophyllaceae,Ptilophyllum
Dennstaedtiaceae,Ptilopteris
Compositae,Ptiloria
Compositae,Ptilosia
Compositae,Ptilostemon
Compositae,Ptilostephium
Cyperaceae,Ptilothrix
Brassicaceae,Ptilotrichum
Amaranthaceae,Ptilotus
Marattiaceae,Ptisana
Compositae,Ptosimopappus
Apocynaceae,Ptycanthera
Arecaceae,Ptychandra
Lejeuneaceae,Ptychanthus
Salicaceae,Ptychocarpus
Arecaceae,Ptychococcus
Lejeuneaceae,Ptychocoleus
Rubiaceae,Ptychodea
Thuidiaceae,Ptychodium
Lythraceae,Ptychodon
Orchidaceae,Ptychogyne
Lejeuneaceae,Ptycholejeunea
Fabaceae,Ptycholobium
Hymenophyllaceae,Ptychomanes
Burmanniaceae,Ptychomeria
Ptychomitriaceae,Ptychomitriopsis
Ptychomitriaceae,Ptychomitrium
Ptychomniaceae,Ptychomniella
Ptychomniaceae,Ptychomnion
Olacaceae,Ptychopetalum
Hymenophyllaceae,Ptychophyllum
Euphorbiaceae,Ptychopyxis
Palmae,Ptychoraphis
Arecaceae,Ptychorhaphis
Fabaceae,Ptychosema
Arecaceae,Ptychosperma
Rubiaceae,Ptychostigma
Bryaceae,Ptychostomum
Loranthaceae,Ptychostylus
Apiaceae,Ptychotis
Acanthaceae,Ptyssiglottis
Bruniaceae,Ptyxostoma
Rubiaceae,Pubeta
Rubiaceae,Pubistylus
Poaceae,Puccinellia
Capparaceae,Puccionia
Gramineae,Pucciphippsia
Cactaceae,Puebloa
Poaceae,Puelia
Fabaceae,Pueraria
Brassicaceae,Pugionium
Compositae,Pugiopappus
Daltoniaceae,Puiggaria
Hypnaceae,Puiggariella
Hypnaceae,Puiggariopsis
Solanaceae,Pukanthus
Acanthaceae,Pulchranthus
Pterobryaceae,Pulchrinodus
Compositae,Pulicaria
Gramineae,Puliculum
Cunoniaceae,Pullea
Boraginaceae,Pulmonaria
Ranunculaceae,Pulsatilla
Fabaceae,Pultenaea
Apocynaceae,Pulvinaria
Cactaceae,Puna
Aizoaceae,Punctillaria
Compositae,Punduana
Solanaceae,Puneeria
Sematophyllaceae,Pungentella
Lythraceae,Punica
Myrtaceae,Punicella
Fabaceae,Punjuba
Cactaceae,Punotia
Labiatae,Puntia
Amaranthaceae,Pupalia
Acanthaceae,Pupilla
Clethraceae,Purdiaea
Gentianaceae,Purdieanthus
Crassulaceae,Purgobulea
Crassulaceae,Purgosea
Melastomataceae,Purpurella
Myrtaceae,Purpureostemon
Rosaceae,Purpusia
Pterobryaceae,Pursellia
Rosaceae,Purshia
Fabaceae,Pusaetha
Asparagaceae,Puschkinia
Loranthaceae,Pusillanthus
Rubiaceae,Putoria
Putranjivaceae,Putranjiva
Celastraceae,Putterlickia
Bromeliaceae,Puya
Lamiaceae,Pychnanthemum
Sapotaceae,Pycnandra
Orchidaceae,Pycnantha
Lamiaceae,Pycnanthemum
Lamiaceae,Pycnanthes
Myristicaceae,Pycnanthus
Menispermaceae,Pycnarrhena
Cruciferae,Pycnobolus
Apocynaceae,Pycnobotrya
Apocynaceae,Pycnobregma
Compositae,Pycnocephalum
Euphorbiaceae,Pycnocoma
Caprifoliaceae,Pycnocomon
Compositae,Pycnocomus
Apiaceae,Pycnocycla
Pteridaceae,Pycnodoria
Lejeuneaceae,Pycnolejeunea
Polypodiaceae,Pycnoloma
Apocynaceae,Pycnoneurum
Proteaceae,Pycnonia
Caryophyllaceae,Pycnophyllopsis
Caryophyllaceae,Pycnophyllum
Brassicaceae,Pycnoplinthopsis
Brassicaceae,Pycnoplinthus
Dryopteridaceae,Pycnopteris
Apocynaceae,Pycnorhachis
Euphorbiaceae,Pycnosandra
Compositae,Pycnosorus
Araceae,Pycnospatha
Labiatae,Pycnosphace
Gentianaceae,Pycnosphaera
Fabaceae,Pycnospora
Lamiaceae,Pycnostachys
Apocynaceae,Pycnostelma
Menispermaceae,Pycnostylis
Labiatae,Pycnothymus
Cyperaceae,Pycreus
Rosaceae,Pygeum
Cactaceae,Pygmaeocereus
Verbenaceae,Pygmaeopremna
Orchidaceae,Pygmaeorchis
Rubiaceae,Pygmaeothamnus
Scrophulariaceae,Pygmea
Hypnaceae,Pylaisaea
Hypnaceae,Pylaisia
Sematophyllaceae,Pylaisiadelpha
Hypnaceae,Pylaisiella
Entodontaceae,Pylaisiobryum
Sematophyllaceae,Pylaisiopsis
Fabaceae,Pynaertiodendron
Rosaceae,Pyracantha
Annonaceae,Pyragma
Rubiaceae,Pyragra
Melastomataceae,Pyramia
Annonaceae,Pyramidanthe
Funariaceae,Pyramidium
Achariaceae,Pyramidocarpus
Apiaceae,Pyramidoptera
Celastraceae,Pyramidostylium
Funariaceae,Pyramidula
Encalyptaceae,Pyramitrium
Fabaceae,Pyranthus
Icacinaceae,Pyrenacantha
Theaceae,Pyrenaria
Rosaceae,Pyrenia
Myrtaceae,Pyrenocarpa
Palmae,Pyrenoglyphis
Compositae,Pyrethraria
Compositae,Pyrethropsis
Compositae,Pyrethrum
Zingiberaceae,Pyrgophyllum
Sapotaceae,Pyriluma
Rosaceae,Pyro-cydonia
Onagraceae,Pyrogennema
Ericaceae,Pyrola
Amaryllidaceae,Pyrolirion
Encalyptaceae,Pyromitrium
Rosaceae,Pyronia
Compositae,Pyropsis
Orchidaceae,Pyrorchis
Centroplacaceae,Pyrospermum
Bignoniaceae,Pyrostegia
Rubiaceae,Pyrostria
Poaceae,Pyrrhanthera
Combretaceae,Pyrrhanthus
Commelinaceae,Pyrrheima
Rhizogoniaceae,Pyrrhobryum
Cactaceae,Pyrrhocactus
Compositae,Pyrrhopappus
Fabaceae,Pyrrhotrichia
Compositae,Pyrrocoma
Haemodoraceae,Pyrrorhiza
Polypodiaceae,Pyrrosia
Acanthaceae,Pyrrothrix
Saxifragaceae,Pyrsonota
Santalaceae,Pyrularia
Rosaceae,Pyrus
Euphorbiaceae,Pythius
Compositae,Pytinicarpa
Diapensiaceae,Pyxidanthera
Melastomataceae,Pyxidanthus
Hymenophyllaceae,Pyxidaria
Amaranthaceae,Pyxidium
Aizoaceae,Pyxipoma
Gentianaceae,Qaisera
Poaceae,Qiongzhuea
Casuarinaceae,Quadrangula
Capparaceae,Quadrella
Apocynaceae,Quadricasaea
Onagraceae,Quadricosta
Celastraceae,Quadripterygium
Pottiaceae,Quaesticula
Vochysiaceae,Qualea
Nyctaginaceae,Quamoclidion
Convolvulaceae,Quamoclit
Convolvulaceae,Quamoclita
Clusiaceae,Quapoya
Apocynaceae,Quaqua
Malvaceae,Quararibea
Lythraceae,Quartinia
Simaroubaceae,Quassia
Amaranthaceae,Quaternella
Anacardiaceae,Quebrachia
Compositae,Quechualia
Cyperaceae,Queenslandiella
Orchidaceae,Quekettia
Compositae,Quelchia
Amaryllidaceae,Queltia
Onagraceae,Quelusia
Dryopteridaceae,Quercifilix
Fagaceae,Quercus
Caryophyllaceae,Queria
Bromeliaceae,Quesnelia
Orchidaceae,Queteletia
Celastraceae,Quetzalia
Cruciferae,Quezelia
Brassicaceae,Quezeliantha
Cactaceae,Quiabentia
Brassicaceae,Quidproquo
Carlemanniaceae,Quiducia
Ochnaceae,Quiina
Onagraceae,Quiliusa
Quillajaceae,Quillaja
Schoepfiaceae,Quinchamalium
Solanaceae,Quincula
Compositae,Quinetia
Menispermaceae,Quinio
Plantaginaceae,Quinquelobus
Compositae,Quinqueremulus
Rubiaceae,Quinquina
Gesneriaceae,Quintilia
Paracryphiaceae,Quintinia
Apocynaceae,Quiotania
Fabaceae,Quirosia
Combretaceae,Quisqualis
Orchidaceae,Quisqueya
Apocynaceae,Quisumbingia
Meliaceae,Quivisia
Meliaceae,Quivisianthe
Gramineae,Rabdochloa
Lamiaceae,Rabdosia
Lamiaceae,Rabdosiella
Rutaceae,Rabelaisia
Bruniaceae,Rabenhorstia
Aizoaceae,Rabiea
Meliaceae,Racapa
Polytrichaceae,Racelopodopsis
Polytrichaceae,Racelopus
Poaceae,Racemobambos
Compositae,Rachelia
Rubiaceae,Rachicallis
Bromeliaceae,Racinaea
Boraginaceae,Raclathris
Grimmiaceae,Racomitrium
Racopilaceae,Racopilum
Fabaceae,Racosperma
Fabaceae,Radackia
Orobanchaceae,Radamaea
Euphorbiaceae,Radcliffea
Poaceae,Raddia
Poaceae,Raddiella
Celastraceae,Raddisia
Bignoniaceae,Radermachera
Moraceae,Radermachia
Sapotaceae,Radia
Aizoaceae,Radiana
Brassicaceae,Radicula
Orchidaceae,Radinocion
Iridaceae,Radinosiphon
Polypodiaceae,Radiogrammitis
Linaceae,Radiola
Pteridaceae,Radiovittaria
Fabaceae,Radiusia
Sapindaceae,Radlkofera
Sapotaceae,Radlkoferella
Compositae,Radlkoferotoma
Thymelaeaceae,Radojitskya
Radulaceae,Radula
Sematophyllaceae,Radulina
Malvaceae,Radyera
Brassicaceae,Raffenaldia
Rafflesiaceae,Rafflesia
Compositae,Rafinesquia
Fabaceae,Rafnia
Sapotaceae,Ragala
Orchidaceae,Raganara
Hymenophyllaceae,Ragatelus
Onocleaceae,Ragiopteris
Solanaceae,Rahowardiana
Compositae,Raillardella
Compositae,Raillardia
Compositae,Raillardiopsis
Compositae,Railliardia
Onagraceae,Raimannia
Annonaceae,Raimondia
Fabaceae,Raimondianthus
Gramineae,Raimundochloa
Splachnaceae,Raineria
Compositae,Rainiera
Dioscoreaceae,Rajania
Salicaceae,Raleighia
Orchidaceae,Ramasamyara
Combretaceae,Ramatuela
Combretaceae,Ramatuella
Euphorbiaceae,Ramelia
Menispermaceae,Rameya
Fabaceae,Ramirezella
Fabaceae,Ramirezia
Ericaceae,Ramischia
Nyctaginaceae,Ramisia
Urticaceae,Ramium
Labiatae,Ramona
Gesneriaceae,Ramonda
Lygodiaceae,Ramondia
Orchidaceae,Ramonia
Fabaceae,Ramorinoa
Gramineae,Ramosia
Rubiaceae,Ramosmania
Xyridaceae,Ramotha
Orchidaceae,Ramphidia
Cucurbitaceae,Rampinia
Euphorbiaceae,Ramsdenia
Rubiaceae,Ramspekia
Acanthaceae,Ramusia
Alismataceae,Ranalisma
Scrophulariaceae,Ranapalus
Compositae,Rancagua
Orchidaceae,Randactyle
Rubiaceae,Randia
Resedaceae,Randonia
Palmae,Ranevea
Orchidaceae,Rangaeris
Rubiaceae,Rangia
Oleaceae,Rangium
Scrophulariaceae,Ranopisoa
Cucurbitaceae,Ranugia
Ranunculaceae,Ranunculastrum
Ranunculaceae,Ranunculus
Berberidaceae,Ranzania
Compositae,Raoulia
Compositae,Raouliopsis
Primulaceae,Rapanea
Cruciferae,Raparia
Rapateaceae,Rapatea
Cucurbitaceae,Raphanistrocarpus
Brassicaceae,Raphanistrum
Cucurbitaceae,Raphanocarpus
Brassicaceae,Raphanorhyncha
Brassicaceae,Raphanus
Arecaceae,Raphia
Apocynaceae,Raphiacme
Cucurbitaceae,Raphidiocystis
Araceae,Raphidophora
Gesneriaceae,Raphiocarpus
Apocynaceae,Raphionacme
Loasaceae,Raphisanthe
Apocynaceae,Raphistemma
Cactaceae,Rapicactus
Lamiaceae,Rapinia
Brassicaceae,Rapistrella
Brassicaceae,Rapistrosymbrium
Brassicaceae,Rapistrum
Convolvulaceae,Rapona
Olacaceae,Raptostylus
Campanulaceae,Rapunculus
Campanulaceae,Rapuntia
Campanulaceae,Rapuntium
Rutaceae,Raputia
Rutaceae,Raputiarana
Gramineae,Raram
Rubiaceae,Raritebe
Bruniaceae,Raspailia
Bruniaceae,Raspalia
Compositae,Rastrophyllum
Cactaceae,Rathbunia
Cactaceae,Rathbunillocactus
Palmae,Rathea
Fabaceae,Rathkea
Compositae,Ratibida
Sapindaceae,Ratonia
Gramineae,Rattraya
Poaceae,Ratzeburgia
Amaryllidaceae,Rauhia
Orchidaceae,Rauhiella
Cactaceae,Rauhocereus
Rutaceae,Rauia
Thuidiaceae,Rauiella
Araliaceae,Raukana
Araliaceae,Raukaua
Rutaceae,Raulinoa
Compositae,Raulinoreitzia
Alismataceae,Rautanenia
Apocynaceae,Rauvolfia
Annonaceae,Rauwenhoffia
Apocynaceae,Rauwolfia
Strelitziaceae,Ravenala
Arecaceae,Ravenea
Rutaceae,Ravenia
Rutaceae,Raveniopsis
Lauraceae,Ravensara
Rubiaceae,Ravnia
Achariaceae,Rawsonia
Orchidaceae,Raycadenco
Solanaceae,Rayera
Convolvulaceae,Rayeria
Compositae,Rayjacksonia
Malvaceae,Rayleya
Cyperaceae,Raynalia
Rubiaceae,Razafimandimbisonia
Acanthaceae,Razisea
Santalaceae,Razoumofskia
Santalaceae,Razoumofskya
Loranthaceae,Razoumowseya
Loranthaceae,Razoumowskia
Apiaceae,Razulia
Orobanchaceae,Razumovia
Compositae,Rea
Rubiaceae,Readea
Gramineae,Reana
Tamaricaceae,Reaumuria
Gramineae,Rebentischia
Grossulariaceae,Rebis
Cruciferae,Reboudia
Poaceae,Reboulea
Aytoniaceae,Reboulia
Cactaceae,Rebulobivia
Cactaceae,Rebutia
Orchidaceae,Recchara
Surianaceae,Recchia
Gesneriaceae,Rechsteinera
Gesneriaceae,Rechsteineria
Verbenaceae,Recordia
Fabaceae,Recordoxylon
Commelinaceae,Rectanthera
Lejeuneaceae,Rectolejeunea
Melastomataceae,Rectomitra
Poaceae,Redfieldia
Euphorbiaceae,Redia
Cruciferae,Redowskia
Poaceae,Reederochloa
Cyperaceae,Reedia
Hymenophyllaceae,Reediella
Annonaceae,Reedrollinsia
Caryophyllaceae,Reesia
Malvaceae,Reevesia
Myrtaceae,Regelia
Apiaceae,Registaniella
Regmatodontaceae,Regmatodon
Onagraceae,Regmus
Euphorbiaceae,Regnaldia
Orchidaceae,Regnellia
Marsileaceae,Regnellidium
Verbenaceae,Rehdera
Styracaceae,Rehderodendron
Palmae,Rehderophoenix
Poaceae,Rehia
Plantaginaceae,Rehmannia
Fabaceae,Rehsonia
Compositae,Reichardia
Myrtaceae,Reichea
Montiaceae,Reicheella
Myrtaceae,Reicheia
Orchidaceae,Reichenbachanthus
Nyctaginaceae,Reichenbachia
Begoniaceae,Reichenheimia
Cactaceae,Reicheocactus
Gentianaceae,Reichertia
Euphorbiaceae,Reidia
Dilleniaceae,Reifferscheidia
Apiaceae,Reilia
Gramineae,Reimaria
Poaceae,Reimarochloa
Gramineae,Reimbolea
Pottiaceae,Reimersia
Asparagaceae,Reineckea
Arecaceae,Reinhardtia
Escalloniaceae,Reinia
Linaceae,Reinwardtia
Meliaceae,Reinwardtiodendron
Celastraceae,Reissantia
Rhamnaceae,Reissekia
Euphorbiaceae,Reissipa
Poaceae,Reitzia
Apocynaceae,Rejoua
Rubiaceae,Relbunium
Poaceae,Relchela
Gesneriaceae,Reldia
Compositae,Relhania
Gentianaceae,Rellesta
Aizoaceae,Reme
Rubiaceae,Remijia
Cyperaceae,Remirea
Convolvulaceae,Remirema
Araceae,Remusatia
Compositae,Remya
Brachytheciaceae,Remyella
Orchidaceae,Renades
Orchidaceae,Renafinanda
Orchidaceae,Renaglottis
Orchidaceae,Renancentrum
Orchidaceae,Renanetia
Orchidaceae,Renanopsis
Orchidaceae,Renanstylis
Orchidaceae,Renantanda
Orchidaceae,Renanthera
Orchidaceae,Renantherella
Orchidaceae,Renanthoglossum
Orchidaceae,Renanthopsis
Apiaceae,Renarda
Orchidaceae,Renata
Pterobryaceae,Renauldia
Gramineae,Rendlia
Zingiberaceae,Renealmia
Clusiaceae,Renggeria
Clusiaceae,Rengifa
Rubiaceae,Renistipula
Rubiaceae,Rennellia
Compositae,Rennera
Lamiaceae,Renschia
Compositae,Rensonia
Poaceae,Renvoizea
Orchidaceae,Renzorchis
Moraceae,Rephesis
Sapotaceae,Reptonia
Rutaceae,Reputia
Fabaceae,Requienia
Resedaceae,Reseda
Gesneriaceae,Resia
Combretaceae,Resinaria
Compositae,Resinocaulon
Asparagaceae,Resnova
Thymelaeaceae,Restella
Rubiaceae,Restiaria
Restionaceae,Restio
Orchidaceae,Restrepia
Orchidaceae,Restrepiella
Orchidaceae,Restrepiopsis
Fabaceae,Retama
Rhamnaceae,Retanilla
Entodontaceae,Retidens
Rubiaceae,Retiniphyllum
Cupressaceae,Retinispora
Dipterocarpaceae,Retinodendron
Dipterocarpaceae,Retinodendropsis
Arecaceae,Retispatha
Podocarpaceae,Retrophyllum
Gramineae,Rettbergia
Stilbaceae,Retzia
Pontederiaceae,Reussia
Euphorbiaceae,Reutealis
Apiaceae,Reutera
Compositae,Revealia
Euphorbiaceae,Reverchonia
Dryopteridaceae,Revwattsia
Colchicaceae,Reya
Scrophulariaceae,Reyemia
Solanaceae,Reyesia
Orchidaceae,Reymondia
Poaceae,Reynaudia
Araliaceae,Reynoldsia
Rhamnaceae,Reynosia
Polygonaceae,Reynoutria
Polygonaceae,Rhabarbarum
Apocynaceae,Rhabdadenia
Boraginaceae,Rhabdia
Boraginaceae,Rhabdocalyx
Lamiaceae,Rhabdocaulon
Rhabdodendraceae,Rhabdodendron
Pterobryaceae,Rhabdodontium
Ochnaceae,Rhabdophyllum
Apiaceae,Rhabdosciadium
Rubiaceae,Rhabdostigma
Gesneriaceae,Rhabdothamnopsis
Gesneriaceae,Rhabdothamnus
Compositae,Rhabdotheca
Scrophulariaceae,Rhabdotosperma
Rhabdoweisiaceae,Rhabdoweisia
Rhabdoweisiaceae,Rhabdoweisiella
Rubiaceae,Rhachicallis
Rhachidosoraceae,Rhachidosorus
Gramineae,Rhachidospermum
Rhachitheciaceae,Rhachitheciopsis
Rhachitheciaceae,Rhachithecium
Rhacocarpaceae,Rhacocarpus
Acanthaceae,Rhacodiscus
Celastraceae,Rhacoma
Hypnaceae,Rhacopilopsis
Asparagaceae,Rhadamanthus
Rubiaceae,Rhadinopus
Rutaceae,Rhadinothamnus
Orchidaceae,Rhaesteria
Compositae,Rhagadiolus
Sapindaceae,Rhaganus
Amaranthaceae,Rhagodia
Brassicaceae,Rhammatophyllum
Rhamnaceae,Rhamnella
Rhamnaceae,Rhamnidium
Sapotaceae,Rhamnoluma
Thymelaeaceae,Rhamnoneuron
Rhamnaceae,Rhamnus
Orobanchaceae,Rhamphicarpa
Orchidaceae,Rhamphidia
Ditrichaceae,Rhamphidium
Juglandaceae,Rhamphocarya
Compositae,Rhamphogyne
Gramineae,Rhampholepis
Orchidaceae,Rhamphorhynchus
Rhamnaceae,Rhamzogia
Compositae,Rhanteriopsis
Compositae,Rhanterium
Ebenaceae,Rhaphidanthe
Lejeuneaceae,Rhaphidolejeunea
Araceae,Rhaphidophora
Amaranthaceae,Rhaphidophyton
Orchidaceae,Rhaphidorhynchus
Sematophyllaceae,Rhaphidorrhynchium
Acanthaceae,Rhaphidospora
Sematophyllaceae,Rhaphidostegium
Sematophyllaceae,Rhaphidostichum
Rubiaceae,Rhaphidura
Lamiaceae,Rhaphiodon
Rosaceae,Rhaphiolepis
Araceae,Rhaphiophallus
Icacinaceae,Rhaphiostylis
Gramineae,Rhaphis
Orobanchaceae,Rhaphispermum
Verbenaceae,Rhaphithamnus
Arecaceae,Rhapidophyllum
Arecaceae,Rhapis
Compositae,Rhapontica
Compositae,Rhaponticoides
Compositae,Rhaponticum
Menispermaceae,Rhaptomeris
Menispermaceae,Rhaptonema
Lecythidaceae,Rhaptopetalum
Olacaceae,Rhaptostylum
Apocynaceae,Rhazya
Clusiaceae,Rheedia
Gesneriaceae,Rheithrophyllum
Gesneriaceae,Rheitrophyllum
Araceae,Rhektophyllum
Poaceae,Rheochloa
Iridaceae,Rheome
Pteridaceae,Rheopteris
Orchidaceae,Rhetinantha
Compositae,Rhetinocarpha
Compositae,Rhetinodendron
Compositae,Rhetinolepis
Meliaceae,Rhetinosperma
Polygonaceae,Rheum
Melastomataceae,Rhexia
Pottiaceae,Rhexophyllum
Menispermaceae,Rhigiocarya
Campanulaceae,Rhigiophyllum
Apocynaceae,Rhigospira
Bignoniaceae,Rhigozum
Acanthaceae,Rhinacanthus
Compositae,Rhinactina
Compositae,Rhinactinidia
Bixaceae,Rhinanthera
Orobanchaceae,Rhinanthus
Aizoaceae,Rhinephyllum
Orchidaceae,Rhinerrhiza
Orchidaceae,Rhinerrhizopsis
Gramineae,Rhiniachne
Orchidaceae,Rhinochilus
Apocynaceae,Rhinolobium
Liliaceae,Rhinopetalum
Malpighiaceae,Rhinopterys
Santalaceae,Rhinostegia
Polygalaceae,Rhinotropis
Acanthaceae,Rhiphidosperma
Rubiaceae,Rhipidantha
Apocynaceae,Rhipidia
Poaceae,Rhipidocladum
Orchidaceae,Rhipidoglossum
Dryopteridaceae,Rhipidopteris
Rhipogonaceae,Rhipogonum
Cactaceae,Rhipsalidopsis
Cactaceae,Rhipsalis
Cactaceae,Rhipsaphyllopsis
Malvaceae,Rhizanota
Orchidaceae,Rhizanthella
Loranthaceae,Rhizanthemum
Orchidaceae,Rhizanthera
Rafflesiaceae,Rhizanthes
Brassicaceae,Rhizobotrya
Balantiopsaceae,Rhizocaulia
Campanulaceae,Rhizocephalum
Poaceae,Rhizocephalus
Fabroniaceae,Rhizofabronia
Ophioglossaceae,Rhizoglossum
Rhizogoniaceae,Rhizogonium
Hypnaceae,Rhizohypnella
Hypnaceae,Rhizohypnum
Cystopteridaceae,Rhizomatopteris
Mniaceae,Rhizomnium
Loranthaceae,Rhizomonanthes
Rhizogoniaceae,Rhizopelma
Rhizophoraceae,Rhizophora
Polypodiaceae,Rhizophyllum
Salviniaceae,Rhizosperma
Caryophyllaceae,Rhodalsine
Myrtaceae,Rhodamnia
Compositae,Rhodanthe
Compositae,Rhodanthemum
Cistaceae,Rhodax
Ericaceae,Rhodazalea
Crassulaceae,Rhodia
Crassulaceae,Rhodiola
Bryaceae,Rhodobryum
Cactaceae,Rhodocactus
Apocynaceae,Rhodocalyx
Plantaginaceae,Rhodochiton
Ericaceae,Rhodocinium
Cistaceae,Rhodocistus
Asparagaceae,Rhodocodon
Bignoniaceae,Rhodocolea
Restionaceae,Rhodocoma
Ericaceae,Rhododendron
Lamiaceae,Rhododon
Compositae,Rhodogeron
Malvaceae,Rhodognaphalon
Malvaceae,Rhodognaphalopsis
Hypoxidaceae,Rhodohypoxis
Sarcolaenaceae,Rhodolaena
Hamamelidaceae,Rhodoleia
Amaryllidaceae,Rhodolirion
Amaryllidaceae,Rhodolirium
Myrtaceae,Rhodomyrtus
Rubiaceae,Rhodopentas
Amaryllidaceae,Rhodophiala
Fabaceae,Rhodopis
Jungermanniaceae,Rhodoplagiochila
Polygonaceae,Rhodoptera
Convolvulaceae,Rhodorhiza
Apiaceae,Rhodosciadium
Melastomataceae,Rhodosepala
Araceae,Rhodospatha
Anacardiaceae,Rhodosphaera
Bromeliaceae,Rhodostachys
Lauraceae,Rhodostemonodaphne
Rubiaceae,Rhodostoma
Ericaceae,Rhodothamnus
Euphorbiaceae,Rhodothyrsus
Rosaceae,Rhodotypos
Convolvulaceae,Rhodoxylon
Anacardiaceae,Rhoeidium
Commelinaceae,Rhoeo
Santalaceae,Rhoiacarpos
Vitaceae,Rhoicissus
Juglandaceae,Rhoiptelea
Fabaceae,Rhombifolium
Acanthaceae,Rhombochlamys
Orchidaceae,Rhomboda
Poaceae,Rhombolytrum
Apocynaceae,Rhombonema
Aizoaceae,Rhombophyllum
Rubiaceae,Rhombospora
Gesneriaceae,Rhoogeton
Commelinaceae,Rhopalephora
