number,Locality,Latin_Binomial,genus,Family,Trunk.diameter..cm.,Total.height..m.,Dry.weight.branch..kg.,Dry.weight.trunk..kg.,Dry.weight.leaf..kg.,Dry.total.AGB..kg.,Wood.specific.gravity,wsg.taxolevel,wsg.comment,f,taxolevel,,
4255,Zambia,Uapaca_nitida,Uapaca,Phyllanthaceae,23.554931,9.3,88.80,234.90,NA,323.70,0.65,species,dryad.values,0.0971,species,,
4256,Zambia,Uapaca_nitida,Uapaca,Phyllanthaceae,25.146481,10.0,93.50,215.80,NA,309.30,0.65,species,dryad.values,0.0757,species,,
4257,Zambia,Uapaca_nitida,Uapaca,Phyllanthaceae,28.329579,12.5,247.60,187.80,NA,435.40,0.65,species,dryad.values,0.0672,species,,
4258,Zambia,Uapaca_nitida,Uapaca,Phyllanthaceae,28.647889,9.3,157.17,200.99,NA,358.16,0.65,species,dryad.values,0.0726,species,,
4259,Zambia,Uapaca_nitida,Uapaca,Phyllanthaceae,28.966199,13.7,189.10,193.90,NA,383.00,0.65,species,dryad.values,0.0516,species,,
4262,Zambia,Vangueriopsis_lanceflora,Vangueriopsis,Rubiaceae,6.3661977,3.8,3.10,3.25,NA,6.35,0.40,species,mean.family,0.1033,species,,
4263,Zambia,Ximenia_americana,Ximenia,Olacaceae,6.8436626,5.2,1.50,5.50,NA,7.00,0.87,species,dryad.values,0.0332,species,,
4265,Jalisco,Guettarda_elliptica,Guettarda,Rubiaceae,5.00,5.20,NA,NA,NA,7.14,0.84,species,original.values,0.0657,species,,
4266,Jalisco,Apoplanesia_paniculata,Apoplanesia,Fabaceae,19.23,11.10,NA,NA,NA,98.33,0.81,species,original.values,0.0296,species,,
4269,Jalisco,Apoplanesia_paniculata,Apoplanesia,Fabaceae,22.50,8.30,NA,NA,NA,88.67,0.81,species,original.values,0.0260,species,,
4270,Jalisco,Apoplanesia_paniculata,Apoplanesia,Fabaceae,13.36,12.50,NA,NA,NA,45.30,0.81,species,original.values,0.0251,species,,
4271,Jalisco,Apoplanesia_paniculata,Apoplanesia,Fabaceae,22.27,8.50,NA,NA,NA,152.34,0.81,species,original.values,0.0446,species,,
4272,Jalisco,Apoplanesia_paniculata,Apoplanesia,Fabaceae,16.60,NA,NA,NA,NA,99.73,0.81,species,original.values,,species,,
4273,Jalisco,Apoplanesia_paniculata,Apoplanesia,Fabaceae,21.08,8.70,NA,NA,NA,104.51,0.81,species,original.values,0.0334,species,,
4274,Jalisco,Sideroxylon_cf.capiri,Sideroxylon,Sapotaceae,5.73,7.10,NA,NA,NA,15.17,0.79,genus,original.values,0.0824,species,,
4275,Jalisco,Sideroxylon_cf.capiri,Sideroxylon,Sapotaceae,11.19,8.10,NA,NA,NA,44.45,0.79,genus,original.values,0.0554,species,,
4276,Jalisco,Sideroxylon_cf.capiri,Sideroxylon,Sapotaceae,9.52,5.00,NA,NA,NA,14.43,0.79,genus,original.values,0.0403,species,,
4279,Jalisco,Bursera_excelsa,Bursera,Burseraceae,22.59,6.50,NA,NA,NA,137.37,0.30,species,original.values,0.1373,species,,
4281,Jalisco,Caesalpinia_caladenia,Caesalpinia,Fabaceae,7.10,6.40,NA,NA,NA,14.93,0.78,species,original.values,0.0590,species,,
4282,Jalisco,Caesalpinia_caladenia,Caesalpinia,Fabaceae,5.25,5.40,NA,NA,NA,7.92,0.78,species,original.values,0.0678,species,,
4284,Jalisco,Caesalpinia_caladenia,Caesalpinia,Fabaceae,9.20,5.40,NA,NA,NA,13.49,0.78,species,original.values,0.0377,species,,
4285,Jalisco,Caesalpinia_paraguariensis,Caesalpinia,Fabaceae,11.14,NA,NA,NA,NA,51.36,0.98,species,original.values,,species,,
4286,Jalisco,Caesalpinia_paraguariensis,Caesalpinia,Fabaceae,22.92,10.40,NA,NA,NA,256.31,0.98,species,original.values,0.0477,species,,
4287,Jalisco,Caesalpinia_paraguariensis,Caesalpinia,Fabaceae,14.48,7.90,NA,NA,NA,86.57,0.98,species,original.values,0.0532,species,,
4289,Jalisco,Caesalpinia_eriostachys,Caesalpinia,Fabaceae,6.70,6.30,NA,NA,NA,12.95,0.64,species,original.values,0.0718,species,,
4290,Jalisco,Caesalpinia_eriostachys,Caesalpinia,Fabaceae,6.21,6.60,NA,NA,NA,10.48,0.64,species,original.values,0.0646,species,,
4291,Jalisco,Caesalpinia_eriostachys,Caesalpinia,Fabaceae,5.41,5.90,NA,NA,NA,4.66,0.64,species,original.values,0.0423,species,,
4294,Jalisco,Caesalpinia_eriostachys,Caesalpinia,Fabaceae,27.53,8.60,NA,NA,NA,58.96,0.64,species,original.values,0.0142,species,,
4295,Jalisco,Caesalpinia_eriostachys,Caesalpinia,Fabaceae,7.36,5.80,NA,NA,NA,11.34,0.81,species,original.values,0.0446,species,,
4297,Jalisco,Caesalpinia_eriostachys,Caesalpinia,Fabaceae,24.83,NA,NA,NA,NA,194.56,0.64,species,original.values,,species,,
4298,Jalisco,Caesalpinia_eriostachys,Caesalpinia,Fabaceae,21.65,9.50,NA,NA,NA,85.19,0.64,species,original.values,0.0300,species,,
4299,Jalisco,Caesalpinia_eriostachys,Caesalpinia,Fabaceae,21.85,9.80,NA,NA,NA,93.70,0.64,species,original.values,0.0314,species,,
4300,Jalisco,Caesalpinia_eriostachys,Caesalpinia,Fabaceae,23.87,6.50,NA,NA,NA,46.87,0.64,species,original.values,0.0198,species,,
4301,Jalisco,Caesalpinia_eriostachys,Caesalpinia,Fabaceae,28.33,9.70,NA,NA,NA,185.22,0.64,species,original.values,0.0373,species,,
4302,Jalisco,Caesalpinia_eriostachys,Caesalpinia,Fabaceae,22.44,12.20,NA,NA,NA,151.65,0.64,species,original.values,0.0387,species,,
4303,Jalisco,Caesalpinia_eriostachys,Caesalpinia,Fabaceae,31.19,10.50,NA,NA,NA,238.98,0.64,species,original.values,0.0367,species,,
4304,Jalisco,Caesalpinia_eriostachys,Caesalpinia,Fabaceae,15.92,7.20,NA,NA,NA,41.96,0.64,species,original.values,0.0361,species,,
4305,Jalisco,Caesalpinia_eriostachys,Caesalpinia,Fabaceae,35.49,11.10,NA,NA,NA,213.27,0.64,species,original.values,0.0239,species,,
4306,Jalisco,Caesalpinia_eriostachys,Caesalpinia,Fabaceae,20.70,7.80,NA,NA,NA,70.17,0.64,species,original.values,0.0329,species,,
4307,Jalisco,Caesalpinia_eriostachys,Caesalpinia,Fabaceae,18.23,7.90,NA,NA,NA,63.30,0.64,species,original.values,0.0378,species,,
4308,Jalisco,Caesalpinia_eriostachys,Caesalpinia,Fabaceae,9.55,4.90,NA,NA,NA,21.08,0.64,species,original.values,0.0740,species,,
4309,Jalisco,Caesalpinia_eriostachys,Caesalpinia,Fabaceae,19.14,8.60,NA,NA,NA,84.72,0.64,species,original.values,0.0422,species,,
4310,Jalisco,Caesalpinia_eriostachys,Caesalpinia,Fabaceae,25.23,8.60,NA,NA,NA,138.38,0.64,species,original.values,0.0396,species,,
4312,Jalisco,Caesalpinia_eriostachys,Caesalpinia,Fabaceae,19.38,8.00,NA,NA,NA,130.15,0.64,species,original.values,0.0679,species,,
4313,Jalisco,Caesalpinia_eriostachys,Caesalpinia,Fabaceae,38.26,10.00,NA,NA,NA,231.76,0.64,species,original.values,0.0248,species,,
4314,Jalisco,Caesalpinia_eriostachys,Caesalpinia,Fabaceae,19.74,9.50,NA,NA,NA,142.40,0.64,species,original.values,0.0603,species,,
4315,Jalisco,Caesalpinia_eriostachys,Caesalpinia,Fabaceae,13.84,8.90,NA,NA,NA,60.87,0.64,species,original.values,0.0560,species,,
4316,Jalisco,Caesalpinia_eriostachys,Caesalpinia,Fabaceae,44.88,10.00,NA,NA,NA,147.15,0.64,species,original.values,0.0115,species,,
4317,Jalisco,Caesalpinia_eriostachys,Caesalpinia,Fabaceae,8.91,7.50,NA,NA,NA,20.51,0.64,species,original.values,0.0540,species,,
4318,Jalisco,Caesalpinia_eriostachys,Caesalpinia,Fabaceae,15.28,10.00,NA,NA,NA,93.81,0.64,species,original.values,0.0630,species,,
4319,Jalisco,Caesalpinia_sclerocarpa,Caesalpinia,Fabaceae,19.10,10.60,NA,NA,NA,135.28,1.20,species,original.values,0.0292,species,,
4320,Jalisco,Citharexylum_affine,Citharexylum,Verbenaceae,8.28,5.90,NA,NA,NA,13.24,0.61,species,original.values,0.0535,species,,
4322,Jalisco,Citharexylum_hirtellum,Citharexylum,Verbenaceae,11.98,8.60,NA,NA,NA,31.06,0.79,species,original.values,0.0317,species,,
4323,Jalisco,Citharexylum_hirtellum,Citharexylum,Verbenaceae,5.41,6.70,NA,NA,NA,5.53,0.79,species,original.values,0.0355,species,,
4325,Jalisco,Citharexylum_hirtellum,Citharexylum,Verbenaceae,13.81,9.80,NA,NA,NA,35.75,0.79,species,original.values,0.0241,species,,
4326,Jalisco,Comocladia_engleriana,Comocladia,Anacardiaceae,16.95,3.50,NA,NA,NA,28.22,0.68,species,original.values,0.0412,species,,
4327,Jalisco,Cordia_elaeagnoides,Cordia,Boraginaceae,16.01,9.70,NA,NA,NA,61.72,0.76,species,original.values,0.0327,species,,
4328,Jalisco,Cordia_elaeagnoides,Cordia,Boraginaceae,11.78,10.20,NA,NA,NA,43.98,0.76,species,original.values,0.0410,species,,
4329,Jalisco,Cordia_elaeagnoides,Cordia,Boraginaceae,8.91,9.20,NA,NA,NA,23.55,0.76,species,original.values,0.0425,species,,
4330,Jalisco,Croton_alamosanus,Croton,Euphorbiaceae,8.79,6.30,NA,NA,NA,24.53,0.79,species,original.values,0.0636,species,,
4333,Jalisco,Croton_pseudoniveus,Croton,Euphorbiaceae,6.71,7.10,NA,NA,NA,16.20,0.71,species,original.values,0.0716,species,,
4338,Jalisco,Diospyros_aequoris,Diospyros,Ebenaceae,14.24,8.60,NA,NA,NA,72.91,0.63,species,original.values,0.0665,species,,
4341,Jalisco,Esenbeckia_berlandieri,Esenbeckia,Rutaceae,10.19,9.30,NA,NA,NA,49.42,0.80,species,original.values,0.0639,species,,
4343,Jalisco,Esenbeckia_berlandieri,Esenbeckia,Rutaceae,7.16,8.50,NA,NA,NA,19.72,0.80,species,original.values,0.0564,species,,
4345,Jalisco,Exostema_caribaeum,Exostema,Rubiaceae,7.96,9.40,NA,NA,NA,20.12,0.85,species,original.values,0.0396,species,,
4346,Jalisco,Exostema_caribaeum,Exostema,Rubiaceae,8.75,8.80,NA,NA,NA,20.33,0.85,species,original.values,0.0353,species,,
4347,Jalisco,Exostema_caribaeum,Exostema,Rubiaceae,5.73,6.30,NA,NA,NA,7.53,0.85,species,original.values,0.0427,species,,
4349,Jalisco,Guapira_macrocarpa,Guapira,Nyctaginaceae,19.66,9.00,NA,NA,NA,96.48,0.59,species,original.values,0.0466,species,,
4350,Jalisco,Guapira_macrocarpa,Guapira,Nyctaginaceae,10.03,6.90,NA,NA,NA,12.28,0.59,species,original.values,0.0298,species,,
4351,Jalisco,Guettarda_elliptica,Guettarda,Rubiaceae,16.09,8.50,NA,NA,NA,34.11,0.84,species,original.values,0.0185,species,,
4352,Jalisco,Guettarda_elliptica,Guettarda,Rubiaceae,5.73,8.30,NA,NA,NA,9.73,0.84,species,original.values,0.0427,species,,
4357,Jalisco,Guettarda_elliptica,Guettarda,Rubiaceae,5.09,6.20,NA,NA,NA,9.23,0.84,species,original.values,0.0686,species,,
4358,Jalisco,Guettarda_elliptica,Guettarda,Rubiaceae,6.37,5.90,NA,NA,NA,5.76,0.84,species,original.values,0.0288,species,,
4359,Jalisco,Heliocarpus_pallidus,Heliocarpus,Malvaceae,16.78,9.80,NA,NA,NA,66.75,0.59,species,original.values,0.0407,species,,
4360,Jalisco,Heliocarpus_pallidus,Heliocarpus,Malvaceae,12.74,9.90,NA,NA,NA,52.89,0.59,species,original.values,0.0553,species,,
4361,Jalisco,Heliocarpus_pallidus,Heliocarpus,Malvaceae,7.45,6.30,NA,NA,NA,11.22,0.59,species,original.values,0.0539,species,,
4362,Jalisco,Heliocarpus_pallidus,Heliocarpus,Malvaceae,5.41,8.90,NA,NA,NA,11.36,0.64,species,original.values,0.0683,species,,
4363,Jalisco,Hintonia_latiflora,Hintonia,Rubiaceae,5.41,7.10,NA,NA,NA,9.35,0.64,species,original.values,0.0705,species,,
4365,Jalisco,Ipomoea_wolcottiana,Ipomoea,Convolvulaceae,38.04,14.60,NA,NA,NA,285.35,0.49,species,original.values,0.0275,species,,
4366,Jalisco,Iresine_interrupta,Iresine,Amaranthaceae,5.73,5.50,NA,NA,NA,11.26,0.48,species,original.values,0.1292,species,,
4367,Jalisco,Jatropha_chamelensis,Jatropha,Euphorbiaceae,6.70,7.40,NA,NA,NA,4.62,0.34,species,original.values,0.0403,species,,
4368,Jalisco,Jatropha_chamelensis,Jatropha,Euphorbiaceae,17.19,9.00,NA,NA,NA,39.27,0.34,species,original.values,0.0428,species,,
4370,Jalisco,Jatropha_malacophylla,Jatropha,Euphorbiaceae,6.09,5.60,NA,NA,NA,4.68,0.22,species,original.values,0.1005,species,,
4371,Jalisco,Jatropha_malacophylla,Jatropha,Euphorbiaceae,5.57,4.00,NA,NA,NA,2.33,0.22,species,original.values,0.0837,species,,
4372,Jalisco,Jatropha_malacophylla,Jatropha,Euphorbiaceae,10.82,7.40,NA,NA,NA,21.48,0.22,species,original.values,0.1106,species,,
4373,Jalisco,Jatropha_malacophylla,Jatropha,Euphorbiaceae,8.44,3.50,NA,NA,NA,5.67,0.22,species,original.values,0.1014,species,,
4374,Jalisco,Jatropha_malacophylla,Jatropha,Euphorbiaceae,7.96,5.00,NA,NA,NA,6.43,0.22,species,original.values,0.0906,species,,
4375,Jalisco,Jatropha_malacophylla,Jatropha,Euphorbiaceae,5.41,4.70,NA,NA,NA,4.08,0.22,species,original.values,0.1323,species,,
4376,Jalisco,Jatropha_malacophylla,Jatropha,Euphorbiaceae,5.57,3.60,NA,NA,NA,2.64,0.22,species,original.values,0.1055,species,,
4377,Jalisco,Jatropha_malacophylla,Jatropha,Euphorbiaceae,23.48,4.50,NA,NA,NA,63.90,0.22,species,original.values,0.1149,species,,
4378,Jalisco,Jatropha_malacophylla,Jatropha,Euphorbiaceae,8.28,4.80,NA,NA,NA,6.29,0.22,species,original.values,0.0854,species,,
4379,Jalisco,Lonchocarpus_constrictus,Lonchocarpus,Fabaceae,7.96,8.10,NA,NA,NA,22.55,0.80,species,original.values,0.0548,species,,
4380,Jalisco,Lonchocarpus_constrictus,Lonchocarpus,Fabaceae,6.70,7.50,NA,NA,NA,14.85,0.80,species,original.values,0.0550,species,,
4382,Jalisco,Lonchocarpus_constrictus,Lonchocarpus,Fabaceae,31.67,10.00,NA,NA,NA,375.22,0.80,species,original.values,0.0467,species,,
4385,Jalisco,Lonchocarpus_constrictus,Lonchocarpus,Fabaceae,7.55,7.40,NA,NA,NA,13.36,0.80,species,original.values,0.0395,species,,
4386,Jalisco,Lonchocarpus_constrictus,Lonchocarpus,Fabaceae,10.50,9.10,NA,NA,NA,32.92,0.80,species,original.values,0.0409,species,,
4387,Jalisco,Lonchocarpus_constrictus,Lonchocarpus,Fabaceae,9.23,9.70,NA,NA,NA,28.02,0.80,species,original.values,0.0423,species,,
4389,Jalisco,Lonchocarpus_constrictus,Lonchocarpus,Fabaceae,6.05,7.60,NA,NA,NA,6.42,0.80,species,original.values,0.0288,species,,
4390,Jalisco,Lonchocarpus_lanceolatus,Lonchocarpus,Fabaceae,14.14,9.60,NA,NA,NA,94.04,0.81,species,original.values,0.0604,species,,
4391,Jalisco,Lonchocarpus_lanceolatus,Lonchocarpus,Fabaceae,19.42,13.80,NA,NA,NA,164.41,0.81,species,original.values,0.0390,species,,
4393,Jalisco,Lonchocarpus_sp,Lonchocarpus,Fabaceae,12.57,8.70,NA,NA,NA,50.55,0.81,species,original.values,0.0454,genus,,
4395,Jalisco,NA,NA,NA,9.57,8.20,NA,NA,NA,30.03,0.65,genus,original.values,0.0614,species,,
4397,Jalisco,NA,NA,NA,7.32,7.50,NA,NA,NA,15.26,0.65,genus,original.values,0.0583,species,,
4399,Jalisco,Opuntia_excelsa,Opuntia,Cactaceae,13.85,6.40,NA,NA,NA,35.72,NA,,,,species,,
4400,Jalisco,Opuntia_excelsa,Opuntia,Cactaceae,25.10,7.90,NA,NA,NA,124.32,NA,,,,species,,
4401,Jalisco,Opuntia_excelsa,Opuntia,Cactaceae,19.58,6.10,NA,NA,NA,97.97,NA,,,,species,,
4404,Jalisco,Ruprechtia_fusca,Ruprechtia,Polygonaceae,7.43,7.10,NA,NA,NA,8.64,0.60,species,original.values,0.0365,species,,
4405,Jalisco,Ruprechtia_fusca,Ruprechtia,Polygonaceae,8.91,6.80,NA,NA,NA,16.41,0.60,species,original.values,0.0503,species,,
4406,Jalisco,Ruprechtia_fusca,Ruprechtia,Polygonaceae,5.41,5.80,NA,NA,NA,4.79,0.60,species,original.values,0.0467,species,,
4407,Jalisco,Ruprechtia_fusca,Ruprechtia,Polygonaceae,13.00,8.00,NA,NA,NA,44.02,0.60,species,original.values,0.0540,species,,
4409,Jalisco,Ruprechtia_fusca,Ruprechtia,Polygonaceae,8.95,9.70,NA,NA,NA,22.90,0.60,species,original.values,0.0488,species,,
4411,Jalisco,Ruprechtia_pallida,Ruprechtia,Polygonaceae,14.13,4.50,NA,NA,NA,48.97,0.56,genus,original.values,0.0981,species,,
4412,Jalisco,Samyda_mexicana,Samyda,Salicaceae,8.91,9.30,NA,NA,NA,27.84,0.77,species,original.values,0.0491,species,,
4413,Jalisco,Spondias_purpurea,Spondias,Anacardiaceae,6.37,4.70,NA,NA,NA,2.87,0.27,species,original.values,0.0564,species,,
4415,Jalisco,Thouinia_paucidentata,Thouinia,Sapindaceae,12.03,6.50,NA,NA,NA,20.57,0.81,species,original.values,0.0270,species,,
4416,Jalisco,Thouinia_paucidentata,Thouinia,Sapindaceae,6.83,7.10,NA,NA,NA,5.77,0.81,species,original.values,0.0215,species,,
4419,Jalisco,Thouinia_paucidentata,Thouinia,Sapindaceae,21.43,10.40,NA,NA,NA,100.89,0.81,species,original.values,0.0261,species,,
4420,Jalisco,Thouinia_paucidentata,Thouinia,Sapindaceae,7.48,6.90,NA,NA,NA,11.39,0.59,species,original.values,0.0496,species,,
4422,Jalisco,Thouinia_paucidentata,Thouinia,Sapindaceae,12.81,8.60,NA,NA,NA,38.90,0.81,species,original.values,0.0340,species,,
4423,Jalisco,Thouinia_paucidentata,Thouinia,Sapindaceae,11.72,9.00,NA,NA,NA,46.60,0.81,species,original.values,0.0465,species,,
4425,Jalisco,Thouinia_paucidentata,Thouinia,Sapindaceae,10.55,8.20,NA,NA,NA,40.31,0.81,species,original.values,0.0545,species,,
4426,Jalisco,Thouinia_paucidentata,Thouinia,Sapindaceae,10.16,8.94,NA,NA,NA,36.33,0.81,species,original.values,0.0486,species,,
4428,Jalisco,Thouinia_paucidentata,Thouinia,Sapindaceae,12.40,5.00,NA,NA,NA,39.06,0.81,species,original.values,0.0627,species,,
4429,Jalisco,Thouinia_paucidentata,Thouinia,Sapindaceae,10.43,8.00,NA,NA,NA,43.79,0.81,species,original.values,0.0621,species,,
4431,Jalisco,Thouinia_paucidentata,Thouinia,Sapindaceae,7.64,6.00,NA,NA,NA,12.34,0.81,species,original.values,0.0435,species,,
4432,Jalisco,Thouinia_paucidentata,Thouinia,Sapindaceae,12.70,6.00,NA,NA,NA,40.33,0.81,species,original.values,0.0514,species,,
4433,Jalisco,Thouinia_paucidentata,Thouinia,Sapindaceae,9.71,4.00,NA,NA,NA,13.95,0.81,species,original.values,0.0456,species,,
4434,Jalisco,Thouinia_paucidentata,Thouinia,Sapindaceae,8.71,7.70,NA,NA,NA,20.55,0.81,species,original.values,0.0434,species,,
4435,Jalisco,Thouinia_paucidentata,Thouinia,Sapindaceae,7.44,7.60,NA,NA,NA,15.57,0.81,species,original.values,0.0457,species,,
4436,Jalisco,Thouinia_paucidentata,Thouinia,Sapindaceae,8.33,6.00,NA,NA,NA,26.90,0.81,species,original.values,0.0798,species,,
4437,Jalisco,Thouinia_paucidentata,Thouinia,Sapindaceae,9.91,NA,NA,NA,NA,25.20,0.81,species,original.values,,species,,
4438,Jalisco,Thouinia_paucidentata,Thouinia,Sapindaceae,9.70,NA,NA,NA,NA,23.43,0.81,species,original.values,,species,,
4439,Jalisco,Thouinia_paucidentata,Thouinia,Sapindaceae,7.61,4.50,NA,NA,NA,17.19,0.81,species,original.values,0.0813,species,,
4443,Jalisco,Trichilia_trifolia,Trichilia,Meliaceae,5.73,5.50,NA,NA,NA,5.28,0.69,species,original.values,0.0424,species,,
4446,Jalisco,Trichilia_trifolia,Trichilia,Meliaceae,7.73,4.50,NA,NA,NA,7.19,0.69,species,original.values,0.0388,species,,
4447,Jalisco,Trichilia_trifolia,Trichilia,Meliaceae,9.50,5.50,NA,NA,NA,19.41,0.69,species,original.values,0.0567,species,,
4451,Jalisco,Trichilia_trifolia,Trichilia,Meliaceae,6.18,4.50,NA,NA,NA,7.60,0.69,species,original.values,0.0641,species,,
4455,Jalisco,Verbenaceae_sp,Verbenaceae,Verbenaceae,7.77,8.00,NA,NA,NA,4.25,0.57,genus,original.values,0.0155,species,,
4456,Jalisco,Zanthoxylum_sp,Zanthoxylum,Rutaceae,9.87,6.70,NA,NA,NA,57.87,0.73,species,original.values,0.1211,genus,,
4457,Cameroon2,Pericopsis_elata,Pericopsis,Fabaceae,52,NA,769.62,2231.75,NA,3001.37,0.65,species,original.values,,species,,
4458,Cameroon2,Entandrophragma_cylindricum,Entandrophragma,Meliaceae,5.3,NA,2.97,5.51,NA,8.48,0.62,species,original.values,,species,,
4459,Cameroon2,Tricalysia_sp,Tricalysia,Rubiaceae,7.8,NA,3.26,12.56,NA,15.82,0.54,species,original.values,,genus,,
4460,Cameroon2,Drypetes_sp,Drypetes,Putranjivaceae,8.4,NA,15.31,16.90,NA,32.21,0.66,species,original.values,,genus,,
4461,Cameroon2,Drypetes_sp,Drypetes,Putranjivaceae,9.5,NA,5.22,29.58,NA,34.80,0.63,species,original.values,,genus,,
4462,Cameroon2,Sorindeia_sp,Sorindeia,Anacardiaceae,9.9,NA,15.78,34.04,NA,49.82,0.68,species,original.values,,genus,,
4463,Cameroon2,Tessmannia_africana,Tessmannia,Fabaceae,11,NA,19.53,37.41,NA,56.94,0.82,species,original.values,,species,,
4464,Cameroon2,NA,NA,NA,11.2,NA,19.60,43.97,NA,63.57,0.63,species,original.values,,NA,,
4465,Cameroon2,Ongokea_gore,Ongokea,Olacaceae,13.6,NA,19.68,55.14,NA,74.82,0.75,species,original.values,,species,,
4466,Cameroon2,Polyalthia_suaveolens,Polyalthia,Annonaceae,13.2,NA,27.99,53.09,NA,81.08,0.53,species,original.values,,species,,
4467,Cameroon2,Polyalthia_suaveolens,Polyalthia,Annonaceae,14.5,NA,22.22,77.29,NA,99.51,0.53,species,original.values,,species,,
4468,Cameroon2,Beilschmiedia_congolana,Beilschmiedia,Lauraceae,16,NA,24.73,94.53,NA,119.26,0.57,species,original.values,,species,,
4469,Cameroon2,Drypetes_sp,Drypetes,Putranjivaceae,15.2,NA,48.99,90.87,NA,139.86,0.64,species,original.values,,genus,,
4470,Cameroon2,Xylopia_cupularis,Xylopia,Annonaceae,16.6,NA,28.99,112.92,NA,141.91,0.74,species,original.values,,species,,
4471,Cameroon2,Drypetes_gossweileri,Drypetes,Putranjivaceae,19.5,NA,29.07,143.68,NA,172.75,0.67,species,original.values,,species,,
4472,Cameroon2,Keayodendron_bridelioides,Keayodendron,Phyllanthaceae,17.7,NA,43.90,136.12,NA,180.02,0.62,species,original.values,,species,,
4473,Cameroon2,Cleistopholis_patens,Cleistopholis,Annonaceae,26.9,NA,35.37,169.30,NA,204.67,0.28,species,original.values,,species,,
4474,Cameroon2,Cleistopholis_patens,Cleistopholis,Annonaceae,29.7,NA,25.53,180.70,NA,206.23,0.31,species,original.values,,species,,
4475,Cameroon2,Polyalthia_suaveolens,Polyalthia,Annonaceae,18.6,NA,38.58,192.41,NA,230.99,0.53,species,original.values,,species,,
4476,Cameroon2,Alstonia_boonei,Alstonia,Apocynaceae,24.2,NA,18.59,212.62,NA,231.21,0.42,species,original.values,,species,,
4477,Cameroon2,Xylopia_hypolampra,Xylopia,Annonaceae,19.8,NA,42.34,200.19,NA,242.53,0.65,species,original.values,,species,,
4478,Cameroon2,Mansonia_altissima,Mansonia,Malvaceae,21.6,NA,71.26,180.47,NA,251.73,0.53,species,original.values,,species,,
4479,Cameroon2,Markhamia_tomentosa,Markhamia,Bignoniaceae,22.4,NA,30.30,235.50,NA,265.80,0.46,species,original.values,,species,,
4480,Cameroon2,Syzygium_staudtii,Syzygium,Myrtaceae,21.1,NA,40.34,233.74,NA,274.08,0.56,species,original.values,,species,,
4481,Cameroon2,Xylopia_hypolampra,Xylopia,Annonaceae,19.9,NA,59.35,225.28,NA,284.63,0.67,species,original.values,,species,,
4482,Cameroon2,Eribroma_oblongum,Eribroma,Malvaceae,20,NA,17.76,270.16,NA,287.92,0.49,species,original.values,,species,,
4483,Cameroon2,Guarea_thompsonii,Guarea,Meliaceae,22.3,NA,57.64,249.82,NA,307.46,0.50,species,original.values,,species,,
4484,Cameroon2,Terminalia_superba,Terminalia,Combretaceae,22.4,NA,29.85,302.94,NA,332.79,0.68,species,original.values,,species,,
4485,Cameroon2,Polyalthia_suaveolens,Polyalthia,Annonaceae,22.7,NA,147.47,205.79,NA,353.26,0.59,species,original.values,,species,,
4486,Cameroon2,Pericopsis_elata,Pericopsis,Fabaceae,22.3,NA,64.58,296.86,NA,361.44,0.65,species,original.values,,species,,
4487,Cameroon2,Celtis_adolfi-friderici,Celtis,Cannabaceae,23.1,NA,44.51,317.60,NA,362.11,0.68,species,original.values,,species,,
4488,Cameroon2,Xylopia_chrysophylla,Xylopia,Annonaceae,24.6,NA,23.45,340.29,NA,363.74,0.54,species,original.values,,species,,
4489,Cameroon2,Annickia_chlorantha,Annickia,Annonaceae,27.9,NA,78.30,328.95,NA,407.25,0.48,species,original.values,,species,,
4490,Cameroon2,Funtumia_africana,Funtumia,Apocynaceae,32,NA,94.77,371.29,NA,466.06,0.40,species,original.values,,species,,
4491,Cameroon2,Duguetia_confinis,Duguetia,Annonaceae,22.8,NA,60.89,428.44,NA,489.33,0.64,species,original.values,,species,,
4492,Cameroon2,Pericopsis_elata,Pericopsis,Fabaceae,28.1,NA,101.81,401.17,NA,502.98,0.67,species,original.values,,species,,
4493,Cameroon2,Eribroma_oblongum,Eribroma,Malvaceae,31.5,NA,75.54,448.60,NA,524.14,0.44,species,original.values,,species,,
4494,Cameroon2,Guarea_thompsonii,Guarea,Meliaceae,31.7,NA,221.91,358.01,NA,579.92,0.41,species,original.values,,species,,
4495,Cameroon2,Terminalia_superba,Terminalia,Combretaceae,28.6,NA,90.21,495.69,NA,585.90,0.55,species,original.values,,species,,
4496,Cameroon2,Strombosia_pustulata,Strombosia,Olacaceae,27.3,NA,142.27,447.19,NA,589.46,0.66,species,original.values,,species,,
4497,Cameroon2,Lecaniodiscus_cupanioides,Lecaniodiscus,Sapindaceae,29.9,NA,258.21,384.60,NA,642.81,0.53,species,original.values,,species,,
4498,Cameroon2,Polyalthia_suaveolens,Polyalthia,Annonaceae,31.4,NA,137.98,540.96,NA,678.94,0.54,species,original.values,,species,,
4499,Cameroon2,Eribroma_oblongum,Eribroma,Malvaceae,35.5,NA,176.53,505.44,NA,681.97,0.46,species,original.values,,species,,
4500,Cameroon2,Millettia_sp,Millettia,Fabaceae,29.4,NA,202.68,590.35,NA,793.03,0.80,species,original.values,,genus,,
4501,Cameroon2,Funtumia_africana,Funtumia,Apocynaceae,38.5,NA,167.61,632.10,NA,799.71,0.42,species,original.values,,species,,
